FID,SCD,STR_NAME,BEZLISTE
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_51c,04930,Traminergasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_51d,10196,Eroica Gewölbe,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_51e,02155,Inzersdorf Kirchenplatz,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_51f,12559,Goldnesselweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_520,00780,Daphneweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_521,09945,Lexergasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_522,06332,Karl-Biedermann-Gasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_523,12382,Christine-Enghaus-Weg,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_524,12380,Wernhard-Schenk-von-Ried-Stiege,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_525,12378,Karl-Mader-Weg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_526,00504,Blütengasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_527,01057,Endresstraße,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_528,01955,Hetzendorfer Straße,12|13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_529,00738,Cottagegasse,18|19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_52a,02665,Krötzlergasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_52b,00740,Coulombgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_52c,00407,Bellgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_52d,02503,Kleinhausgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_52e,12456,Sebastian-Hofbauer-Weg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_52f,10772,Aignersteg,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_530,02799,Lavaterstraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_531,00339,Bahnfeldweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_532,05399,Wurmbrandgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_533,01452,Gerambgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_534,02634,Kratzmanngasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_535,04826,Talpagasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_536,03611,Pellmanngasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_537,03760,Premgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_538,04932,Trappweg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_539,05240,Weixelbergergasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_53a,05699,Talgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_53b,03907,Reisberggasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_53c,10235,Nauheimerbrücke,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_53d,01124,Fabergasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_53e,01159,Feldgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_53f,01856,Haymogasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_540,04393,Schulzgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_541,05250,Michelfeitgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_542,09095,Olga-Perl-Weg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_543,04093,Rupoldengasse,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_544,02672,Krongasse,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_545,03137,Max-Mauermann-Gasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_546,00616,Brunnenhof,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_547,03016,Mälzelplatz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_548,02959,Loimerweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_549,05225,Weinwurmweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_54a,03879,Rechte Bahngasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_54b,09155,Benischkegasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_54c,00951,Durchlaufstraße,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_54d,10752,Floridsdorfer Brücke,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_54e,02712,Kunkegasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_54f,01677,Guschelbauergasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_550,02500,Kleine Sperlgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_551,02534,Knöfelgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_552,02479,Klagergasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_553,03246,Möllplatz,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_554,06119,Salmhoferstraße,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_555,03615,Pensionsgasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_556,01608,Grieshofgasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_557,05083,Viktor-Wittner-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_558,01467,Gerspergasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_559,01378,Gänsehäufelgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_55a,00431,Bergweg,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_55b,02128,Im Erdberger Mais,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_55c,02099,Hugo-Wolf-Gasse,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_55d,05303,Wiesmühlgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_55e,03406,Niedermeierweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_55f,03308,Müllnermaisgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_560,04511,Packesgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_561,03161,Meischlgasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_562,05313,Wildbadgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_563,00158,Am Spitz,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_564,02902,Ligusterweg,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_565,03852,Ranzenhofergasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_566,09268,Kruisgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_567,01827,Haspelmeistergasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_568,00888,Dommesgasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_569,04240,Schiffamtsgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_56a,02592,Konradgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_56b,05663,Karl-Kolarik-Weg,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_56c,01762,Hallergasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_56d,01229,Floßgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_56e,02732,Lackierergasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_56f,00064,Alfred-Grünfeld-Gasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_570,00877,Dr.-Schober-Straße,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_571,01945,Hertlgasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_572,09615,Tethysgasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_573,04401,Schußwallgasse,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_574,02511,Kliebergasse,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_575,04910,Titlgasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_576,02989,Ludwig-Kirschner-Gasse,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_577,00155,Amselgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_578,02697,Kuffnergasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_579,12568,Wasserschlossweg,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_57a,10855,Margaritensteg,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_57b,01821,Hasenöhrlstraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_57c,00487,Bischofplatz,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_57d,05109,Volkmargasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_57e,02323,Kaistraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_57f,09971,Vivaldigasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_580,05709,Gartengasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_581,03678,Pichlergasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_582,01491,Gießergasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_583,03339,Nadlergasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_584,04009,Rooseveltplatz,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_585,03075,Mariannengasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_586,04237,Schiergasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_587,10344,Unterführung Paletzgasse,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_588,22015,Döblinger Bad,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_589,20054,Napoleonwald,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_58a,20056,Ohrfandlpark,7
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_58b,20057,Ordeltpark,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_58c,20060,Pötzleinsdorfer Schloßpark,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_58d,20062,Rathauspark,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_58e,20064,Reinlpark,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_58f,20036,Hetzendorfer Schloßpark,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_590,20069,Rubenspark,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_591,20071,Franz-Schimon-Park,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_592,71301,KG Altmannsdorf,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_593,90370,Viaduktbogen Thayagasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_594,90500,Bahnviadukte 1-28,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_595,90503,Bahnhof Floridsdorf,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_596,90504,Hetzendorf Frachtenbahnhof,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_597,16284,Untere Konrathsiedlung,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_598,06575,Miriam-Makeba-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_599,06584,Hedy-Lamarr-Weg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_59a,20286,Ernst-Jandl-Park,4
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_59b,16098,KLG Hackenberg Bergen,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_59c,09843,Löschniggasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_59e,09906,Speditionsstraße,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_59f,09925,Wopenkastraße,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a0,09274,Berresgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a1,18397,Spielplatz Margaretengürtel,5
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a2,14232,Am Sandberg,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a3,15026,Hainbach,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a4,15069,Steinbach,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a5,06609,Zemanekgasse,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a6,20074,Schubertpark,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a7,10749,Klosterneuburger Hochstraße,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a8,06598,Maria-Schell-Straße,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5a9,09454,Kleine-Bucht-Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5aa,20203,Ostarrichi-Park,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ab,03911,Reisgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ac,02509,Klesheimgasse,8
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ad,08042,B229,21|22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ae,08001,B224,12|14|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5af,08045,B14a,20|21|22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b0,08025,B223,14|15|16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b1,08441,B12b,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b2,08004,B12,5|12|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b3,08015,B13,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b4,14204,Fliederhof,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b5,18269,Sauberg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b6,16288,KLG Miss in Kögeln,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b7,16289,Gartensiedlung Mitterberg-Trenkwald,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b8,16292,KLG Rieglerhütte,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5b9,90550,Breitenlee Frachtenbahnhof,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ba,06706,Christian-Broda-Platz,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5bb,15020,Glasgraben,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5bc,18170,Hagenberg,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5bd,20005,Auer-Welsbach-Park,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5be,20009,Belvederegarten,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5bf,20010,Botanischer Garten,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c0,20026,Friedrich-Khek-Anlage,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c1,20032,Heiligenstädter Park,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c2,20034,Herrmannpark,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c3,20075,Inzersdorfer Schubertpark,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c4,20076,Schwarzenberggarten,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c5,05178,Wasserburgergasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c6,05962,Deutschstraße,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c7,05969,Dammhaufengasse,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c8,09471,Ernst-Sadil-Platz,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5c9,09486,Habitzlgasse,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ca,06377,Schillingstraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5cb,06403,Ludwig-Reindl-Gasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5cd,04520,Sieveringer Straße,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ce,10765,Klosterneuburger Hochstraße,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5cf,18224,Mühlau,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d1,09291,Maria-Emhart-Weg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d2,09300,Leopold-Kohr-Straße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d3,03233,Mittermayergasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d4,03915,Reithlegasse,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d5,03971,Robert-Fuchs-Gasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d6,04027,Rosentalgasse,14
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d7,04037,Rosiwalgasse,10|23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d8,04039,Roßauer Gasse,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5d9,90001,U-Bahn Station Alser Straße,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5da,12916,Spitzahornweg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5db,12788,Silberlindenweg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5dc,12793,Lore-Kutschera-Weg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5dd,12797,Hainbuchenweg,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5de,21939,Donauparkbahn,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5df,21940,Theater Bronski & Grünberg,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e0,12789,Millenbergeweg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e1,06771,Gustav-Holzmann-Platz,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e2,06806,Hedy-Blum-Weg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e3,06772,Helene-Lieser-Platz,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e4,20944,Parkanlage Franz-Josefs-Kai,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e5,20945,Grünanlage Schwedenplatz,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e6,20946,Grünanlage Morzinplatz,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e7,20947,Jonny-Moser-Park,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e8,06773,Kaffeeweg,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5e9,12790,Groß-Enzersdorfer Allee,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ea,20948,Grünanlage Sonnenallee,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5eb,12791,Rahlstiege,6
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ec,12792,Strudlhofstiege,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ed,20949,Hermine-Weinreb-Park,17
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ee,16606,Gartensiedlung Parkblick,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ef,12794,Freda-Meissner-Blau-Promenade,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f0,09004,Ehrenhaft-Steindler-Platz,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f1,10891,Gelsengrabensteg,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f2,10892,Krebsensteg,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f3,10893,Mauthnersteg,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f4,16607,Siedlung Bitterlichstraße,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f5,16608,KLG Kulturfreunde 16,16
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f6,09007,Gottfried-von-Einem-Platz,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f7,12795,Thurnstiege,9
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f8,20951,Rosa-Barach-Park,15
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5f9,07010,Heinz-Holecek-Platz,18
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5fa,14361,Rudolf-Sarközi-Hof,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5fc,21941,Heinz-Nittel-Gedenkstein,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5fd,14362,Josef-Kohl-Hof,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5fe,14363,Helene-Scheu-Riesz-Hof,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_5ff,14370,Wanda-Lanzer-Hof,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_600,16610,SDL Markomannenstraße,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_601,16609,KLG Fischersiedlung,19
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_602,16612,Siedlung Kaiserwasser-Laberlweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_603,16611,Kleingärten am Laberlweg,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_604,16613,KGA Kaisermühlen (Gr. Weissau),22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_605,16614,KGA Ernteland Laaer-Wald-Strasse,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_606,16615,SDL Glattauergrund,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_607,16616,Gartensiedlung Gattergasse,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_608,10894,Olaus-Petri-Steg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_609,21942,Bildungscampus Friedrich Fexer,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_60a,15269,Landschaftsteich Seestadt Aspern,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_60b,15270,Zinkerbachl,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_60c,15271,Kraftwerksteich,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_60d,15272,Teufllacke,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_60e,15273,Kreimellacke,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_60f,15274,Biotop Inselinfo,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_610,15275,Kirschenteich,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_611,21943,Theater franzjosefskai21,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_612,06776,Benyastraße,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_613,21944,Eltern-Kind-Zentrum Wilhelm-Weber-Weg,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_614,21945,Eltern-Kind-Zentrum Darnautgasse,12
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_615,21946,Eltern-Kind-Zentrum Dresdner Straße,20
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_616,21947,Eltern-Kind-Zentrum Franz-Jonas-Platz,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_617,21948,Wald der jungen WienerInnen,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_618,21949,Bildungscampus Atzgersdorf,23
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_619,16617,KGA Artillerieplatz,11
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_61a,16618,Gartensiedlung Dermotagasse,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_61b,16619,Gartensiedlung Schukowitzgasse,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_61c,16620,Siedlung Goldberg,10
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_61d,16621,Siedlung Brixweg,21
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_61e,10895,Pulverstampfbrücke,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_61f,10896,Kaiserzipfbrücke,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_620,10897,Hubertustürlsteg,13
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_621,21950,Schokoladen-Museum-Prater,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_622,21951,Simon-Wiesenthal-Museum,1
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_623,16622,Siedlung Dammhaufen,2
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_625,20952,Ladinigpark,22
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_626,06778,Town-Town-Spange,3
GEONAMENSVERZOGD.fid--35872b4c_16fe3bd3fa5_627,02781,Laskegasse,12
